Laptop_Name,Model_Name,Laptop_Gen,Ram,Rom,Color,Weight_In_Kg,Core,Review,Price,Offer,Rating,Price_In_Thousands,Price_Category,Processor_Brand,Processor_Types,Has_Offer,Value_for_Money
Hp,15,12Th Gen,16,1024,White,2.86,AMD Ryzen 7,718,143226,24.355,2.8,143.226,Premium,AMD,Ryzen 7,1,51152.14285714286
Asus,16,12Th Gen,32,1024,Grey,2.12,Intel Core I5,582,21697,29.23,3.5,21.697,Budget,Intel,i5,1,6199.142857142857
Hp,14,13Th Gen,8,256,Silver,1.59,AMD Ryzen 7,481,84972,20.72,4.9,84.972,Premium,AMD,Ryzen 7,1,17341.224489795917
Acer,X1,13Th Gen,32,512,White,2.36,AMD Ryzen 3,195,102163,29.96,3.6,102.163,Premium,AMD,Ryzen 3,1,28378.61111111111
Acer,14,13Th Gen,4,256,Silver,1.21,Intel Core I3,441,194877,21.09,2.7,194.877,Premium,Intel,i3,1,72176.66666666666
Lenovo,Inspiron,11Th Gen,4,512,Blue,2.89,AMD Ryzen 5,537,169894,13.19,3.3,169.894,Premium,AMD,Ryzen 5,1,51483.030303030304
Hp,Inspiron,12Th Gen,12,256,Black,1.65,AMD Ryzen 7,546,114276,18.66,5.0,114.276,Premium,AMD,Ryzen 7,1,22855.2
Dell,15,10Th Gen,16,256,Black,2.58,Intel Core I5,166,191475,40.34,4.7,191.475,Premium,Intel,i5,1,40739.36170212766
Hp,X1,10Th Gen,8,256,Blue,2.1,AMD Ryzen 3,281,131663,4.75,3.9,131.663,Premium,AMD,Ryzen 3,1,33759.74358974359
Asus,Vivobook,11Th Gen,12,512,White,1.86,Intel Core I7,799,22183,2.2,3.2,22.183,Budget,Intel,i7,1,6932.1875
Lenovo,Inspiron,13Th Gen,12,256,Black,1.54,AMD Ryzen 3,475,54183,25.75,4.8,54.183,Mid-Range,AMD,Ryzen 3,1,11288.125
Hp,14,11Th Gen,16,512,Black,2.13,AMD Ryzen 3,457,103678,31.3,4.6,103.678,Premium,AMD,Ryzen 3,1,22538.695652173916
Asus,16,13Th Gen,8,256,Silver,2.41,Intel Core I7,119,132263,22.75,5.0,132.263,Premium,Intel,i7,1,26452.6
Asus,15,11Th Gen,12,256,Black,1.58,AMD Ryzen 7,597,114146,32.33,4.3,114.146,Premium,AMD,Ryzen 7,1,26545.58139534884
Asus,16,11Th Gen,4,1024,Blue,1.24,Intel Core I7,686,157523,49.13,4.1,157.523,Premium,Intel,i7,1,38420.243902439026
Lenovo,X1,10Th Gen,8,256,White,1.94,Intel Core I3,807,50958,34.91,3.4,50.958,Mid-Range,Intel,i3,1,14987.64705882353
Acer,16,11Th Gen,4,1024,White,1.99,Intel Core I3,416,134489,11.68,4.6,134.489,Premium,Intel,i3,1,29236.739130434784
Acer,14,11Th Gen,16,256,White,2.84,Intel Core I7,354,101885,24.86,4.3,101.885,Premium,Intel,i7,1,23694.18604651163
Asus,15,12Th Gen,12,256,White,2.12,Intel Core I5,507,57454,42.41,4.5,57.454,Mid-Range,Intel,i5,1,12767.555555555555
Acer,X1,11Th Gen,32,1024,Grey,1.22,AMD Ryzen 7,842,59272,28.66,3.9,59.272,Mid-Range,AMD,Ryzen 7,1,15197.948717948719
Dell,14,11Th Gen,12,256,Blue,2.27,AMD Ryzen 7,582,149536,23.685000000000002,4.5,149.536,Premium,AMD,Ryzen 7,1,33230.22222222222
Hp,X1,13Th Gen,32,512,Black,1.63,AMD Ryzen 3,956,79235,4.87,3.0,79.235,Mid-Range,AMD,Ryzen 3,1,26411.666666666668
Dell,16,13Th Gen,16,1024,White,2.23,Intel Core I7,983,23972,48.31,4.8,23.972,Budget,Intel,i7,1,4994.166666666667
Dell,Vivobook,12Th Gen,16,256,Silver,2.93,AMD Ryzen 7,165,144138,1.01,4.8,144.138,Premium,AMD,Ryzen 7,1,30028.75
Acer,Vivobook,13Th Gen,4,1024,Black,1.39,Intel Core I3,586,22542,26.689999999999998,3.8,22.542,Budget,Intel,i3,1,5932.105263157895
Dell,X1,12Th Gen,4,256,Blue,1.98,AMD Ryzen 3,824,92980,40.78,4.2,92.98,Premium,AMD,Ryzen 3,1,22138.095238095237
Asus,Inspiron,11Th Gen,32,512,Silver,1.67,AMD Ryzen 3,579,37532,24.22,4.8,37.532,Budget,AMD,Ryzen 3,1,7819.166666666667
Dell,X1,13Th Gen,4,256,Blue,1.65,AMD Ryzen 3,532,71266,28.935000000000002,4.6,71.266,Mid-Range,AMD,Ryzen 3,1,15492.608695652176
Acer,Inspiron,10Th Gen,8,512,White,2.66,AMD Ryzen 7,680,190947,31.7,4.7,190.947,Premium,AMD,Ryzen 7,1,40627.02127659574
Acer,16,13Th Gen,4,1024,White,1.83,AMD Ryzen 5,667,32709,26.689999999999998,2.9,32.709,Budget,AMD,Ryzen 5,1,11278.96551724138
Dell,14,11Th Gen,4,256,Black,2.29,Intel Core I3,428,35251,28.26,4.0,35.251,Budget,Intel,i3,1,8812.75
Asus,X1,12Th Gen,32,1024,Blue,2.85,AMD Ryzen 7,535,77983,29.23,3.0,77.983,Mid-Range,AMD,Ryzen 7,1,25994.333333333332
Lenovo,Vivobook,12Th Gen,16,512,Black,2.37,AMD Ryzen 3,588,175495,20.63,3.9,175.495,Premium,AMD,Ryzen 3,1,44998.71794871795
Asus,16,13Th Gen,8,1024,Black,2.82,Intel Core I3,969,141394,22.75,4.8,141.394,Premium,Intel,i3,1,29457.083333333336
Lenovo,16,11Th Gen,4,512,Black,1.84,AMD Ryzen 3,457,106882,8.88,4.4,106.882,Premium,AMD,Ryzen 3,1,24291.363636363636
Hp,Vivobook,13Th Gen,32,1024,Black,1.53,Intel Core I7,774,32289,47.28,2.8,32.289,Budget,Intel,i7,1,11531.785714285716
Hp,Inspiron,10Th Gen,32,256,Black,1.71,Intel Core I7,590,80574,45.11,3.9,80.574,Premium,Intel,i7,1,20660.0
Hp,Vivobook,11Th Gen,32,256,Blue,1.76,Intel Core I3,625,123913,28.705,4.5,123.913,Premium,Intel,i3,1,27536.222222222223
Hp,15,10Th Gen,4,512,Grey,2.01,Intel Core I3,487,116646,22.77,4.3,116.646,Premium,Intel,i3,1,27126.976744186046
Dell,16,13Th Gen,16,256,Silver,1.21,Intel Core I3,565,124737,25.865000000000002,2.6,124.737,Premium,Intel,i3,1,47975.76923076923
Hp,X1,11Th Gen,8,256,Blue,1.42,Intel Core I7,542,105062,24.66,4.7,105.062,Premium,Intel,i7,1,22353.617021276594
Lenovo,Vivobook,12Th Gen,8,1024,Silver,1.26,Intel Core I7,520,69995,27.51,2.9,69.995,Mid-Range,Intel,i7,1,24136.206896551725
Hp,16,10Th Gen,16,1024,White,1.99,AMD Ryzen 7,468,123430,39.58,4.0,123.43,Premium,AMD,Ryzen 7,1,30857.5
Lenovo,16,11Th Gen,8,1024,Grey,2.36,Intel Core I3,475,174950,23.19,4.8,174.95,Premium,Intel,i3,1,36447.91666666667
Dell,16,10Th Gen,12,1024,Blue,2.5,AMD Ryzen 5,540,181076,28.87,4.4,181.076,Premium,AMD,Ryzen 5,1,41153.63636363636
Lenovo,14,12Th Gen,32,1024,White,1.26,Intel Core I7,719,163483,45.61,4.3,163.483,Premium,Intel,i7,1,38019.3023255814
Dell,16,12Th Gen,12,512,Grey,2.5,Intel Core I3,582,34298,5.73,4.5,34.298,Budget,Intel,i3,1,7621.777777777777
Lenovo,14,11Th Gen,4,1024,Grey,1.33,AMD Ryzen 5,177,147814,14.42,4.2,147.814,Premium,AMD,Ryzen 5,1,35193.80952380952
Acer,Vivobook,13Th Gen,12,512,Silver,2.53,Intel Core I7,539,194869,49.91,5.0,194.869,Premium,Intel,i7,1,38973.8
Acer,Vivobook,13Th Gen,32,1024,Blue,1.75,AMD Ryzen 3,533,45570,18.12,3.5,45.57,Mid-Range,AMD,Ryzen 3,1,13020.0
Hp,15,12Th Gen,8,256,Silver,2.61,Intel Core I5,203,104147,34.95,2.6,104.147,Premium,Intel,i5,1,40056.53846153846
Lenovo,X1,10Th Gen,12,1024,White,1.29,AMD Ryzen 5,242,132576,21.19,3.9,132.576,Premium,AMD,Ryzen 5,1,33993.846153846156
Lenovo,Vivobook,10Th Gen,4,1024,White,2.55,Intel Core I5,918,143214,27.229999999999997,3.8,143.214,Premium,Intel,i5,1,37687.89473684211
Dell,Vivobook,12Th Gen,16,256,Silver,2.47,AMD Ryzen 7,321,107892,24.57,3.4,107.892,Premium,AMD,Ryzen 7,1,31732.941176470587
Acer,16,12Th Gen,8,256,Silver,2.5,AMD Ryzen 7,234,131506,22.415,4.1,131.506,Premium,AMD,Ryzen 7,1,32074.634146341465
Dell,X1,11Th Gen,16,512,Grey,2.21,AMD Ryzen 5,899,104452,2.43,4.8,104.452,Premium,AMD,Ryzen 5,1,21760.833333333336
Dell,X1,13Th Gen,16,512,Black,1.2,AMD Ryzen 7,536,96195,38.39,4.2,96.195,Premium,AMD,Ryzen 7,1,22903.571428571428
Hp,14,12Th Gen,4,256,White,1.91,AMD Ryzen 5,258,118424,6.48,3.2,118.424,Premium,AMD,Ryzen 5,1,37007.5
Acer,14,12Th Gen,12,1024,White,1.41,AMD Ryzen 3,539,116579,8.34,5.0,116.579,Premium,AMD,Ryzen 3,1,23315.8
Asus,Inspiron,11Th Gen,4,256,White,2.65,Intel Core I7,444,166610,41.51,4.9,166.61,Premium,Intel,i7,1,34002.04081632653
Asus,X1,10Th Gen,16,512,Black,2.23,Intel Core I5,599,39864,32.02,4.8,39.864,Budget,Intel,i5,1,8305.0
Acer,X1,11Th Gen,12,512,Grey,1.55,AMD Ryzen 5,446,72918,23.205,2.9,72.918,Mid-Range,AMD,Ryzen 5,1,25144.137931034482
Lenovo,Vivobook,11Th Gen,8,1024,White,1.33,Intel Core I5,860,159452,23.19,2.6,159.452,Premium,Intel,i5,1,61327.692307692305
Asus,X1,11Th Gen,16,1024,White,1.64,Intel Core I3,565,23969,32.55,2.8,23.969,Budget,Intel,i3,1,8560.357142857143
Asus,X1,13Th Gen,4,256,Blue,1.94,Intel Core I3,507,51970,31.42,4.5,51.97,Mid-Range,Intel,i3,1,11548.888888888889
Acer,15,12Th Gen,12,512,White,1.79,Intel Core I7,413,116481,23.06,2.8,116.481,Premium,Intel,i7,1,41600.357142857145
Dell,Inspiron,11Th Gen,32,1024,Grey,2.42,Intel Core I5,541,95220,23.8,3.1,95.22,Premium,Intel,i5,1,30716.129032258064
Acer,Inspiron,11Th Gen,16,256,Blue,1.45,Intel Core I5,709,78927,24.86,3.7,78.927,Mid-Range,Intel,i5,1,21331.62162162162
Asus,14,13Th Gen,16,256,Grey,2.13,AMD Ryzen 3,693,121028,41.33,2.7,121.028,Premium,AMD,Ryzen 3,1,44825.18518518518
Hp,X1,13Th Gen,32,1024,Blue,2.25,AMD Ryzen 7,552,25669,5.85,4.2,25.669,Budget,AMD,Ryzen 7,1,6111.666666666666
Acer,X1,13Th Gen,32,512,Black,1.4,AMD Ryzen 3,562,69870,29.96,2.7,69.87,Mid-Range,AMD,Ryzen 3,1,25877.777777777777
Asus,15,11Th Gen,16,256,Grey,2.62,AMD Ryzen 3,686,55917,32.55,4.1,55.917,Mid-Range,AMD,Ryzen 3,1,13638.29268292683
Acer,Vivobook,12Th Gen,32,1024,Grey,1.78,AMD Ryzen 3,150,175060,30.995,4.7,175.06,Premium,AMD,Ryzen 3,1,37246.80851063829
Acer,16,12Th Gen,16,256,White,2.18,Intel Core I7,775,107474,23.68,3.6,107.474,Premium,Intel,i7,1,29853.888888888887
Lenovo,Inspiron,12Th Gen,8,256,Black,2.76,Intel Core I3,505,149881,26.28,3.8,149.881,Premium,Intel,i3,1,39442.36842105263
Dell,15,13Th Gen,12,256,Black,2.46,AMD Ryzen 5,502,171408,47.74,2.5,171.408,Premium,AMD,Ryzen 5,1,68563.2
Acer,X1,12Th Gen,12,512,Silver,2.04,Intel Core I7,560,156803,23.06,2.6,156.803,Premium,Intel,i7,1,60308.84615384615
Asus,X1,11Th Gen,16,256,White,1.29,Intel Core I3,629,142504,36.04,3.9,142.504,Premium,Intel,i3,1,36539.48717948718
Acer,15,10Th Gen,12,1024,White,2.29,Intel Core I7,375,171271,33.03,4.6,171.271,Premium,Intel,i7,1,37232.82608695653
Asus,Inspiron,10Th Gen,12,1024,Blue,2.19,Intel Core I3,621,141121,24.84,3.3,141.121,Premium,Intel,i3,1,42763.9393939394
Acer,X1,13Th Gen,12,256,Grey,2.38,Intel Core I5,572,124979,5.12,4.1,124.979,Premium,Intel,i5,1,30482.68292682927
Asus,Inspiron,12Th Gen,32,1024,Black,2.66,Intel Core I3,604,69768,23.3,3.6,69.768,Mid-Range,Intel,i3,1,19380.0
Lenovo,Inspiron,12Th Gen,16,256,Blue,2.12,Intel Core I5,562,59470,31.18,2.5,59.47,Mid-Range,Intel,i5,1,23788.0
Lenovo,15,11Th Gen,32,512,Silver,1.96,Intel Core I3,475,109631,27.5,4.8,109.631,Premium,Intel,i3,1,22839.791666666668
Asus,14,10Th Gen,8,512,White,2.77,Intel Core I7,508,144042,25.5,4.4,144.042,Premium,Intel,i7,1,32736.81818181818
Dell,15,11Th Gen,12,1024,Blue,2.95,Intel Core I7,346,41592,28.36,3.7,41.592,Mid-Range,Intel,i7,1,11241.08108108108
Acer,Inspiron,13Th Gen,8,1024,Blue,2.31,Intel Core I3,560,178942,38.1,2.5,178.942,Premium,Intel,i3,1,71576.8
Acer,X1,10Th Gen,32,512,Black,1.8,Intel Core I3,586,190028,2.33,3.8,190.028,Premium,Intel,i3,1,50007.36842105263
Lenovo,X1,13Th Gen,16,512,Silver,2.63,Intel Core I7,505,120498,22.32,3.8,120.498,Premium,Intel,i7,1,31710.0
Asus,15,12Th Gen,4,256,White,2.57,AMD Ryzen 5,881,92443,28.81,4.1,92.443,Premium,AMD,Ryzen 5,1,22547.07317073171
Asus,X1,11Th Gen,8,256,Blue,1.41,Intel Core I7,385,86651,4.44,4.9,86.651,Premium,Intel,i7,1,17683.877551020407
Dell,14,12Th Gen,16,512,Blue,2.66,Intel Core I3,565,186046,24.57,2.6,186.046,Premium,Intel,i3,1,71556.15384615384
Asus,16,13Th Gen,32,1024,Silver,2.2,Intel Core I3,392,70739,22.26,4.2,70.739,Mid-Range,Intel,i3,1,16842.619047619046
Asus,14,13Th Gen,8,256,Blue,2.42,Intel Core I3,593,23920,22.75,4.2,23.92,Budget,Intel,i3,1,5695.238095238095
Dell,X1,10Th Gen,32,1024,Blue,1.23,AMD Ryzen 7,238,111385,25.39,3.9,111.385,Premium,AMD,Ryzen 7,1,28560.25641025641
Asus,14,13Th Gen,12,256,Blue,1.47,Intel Core I5,372,133527,22.66,4.5,133.527,Premium,Intel,i5,1,29672.666666666668
Acer,Inspiron,13Th Gen,4,256,Silver,2.58,AMD Ryzen 7,574,55512,26.689999999999998,3.6,55.512,Mid-Range,AMD,Ryzen 7,1,15420.0
Asus,Vivobook,12Th Gen,4,512,Black,1.25,Intel Core I3,604,54587,28.81,3.6,54.587,Mid-Range,Intel,i3,1,15163.055555555555
Acer,Vivobook,11Th Gen,16,256,Blue,1.35,AMD Ryzen 3,627,64263,24.86,4.2,64.263,Mid-Range,AMD,Ryzen 3,1,15300.714285714284
Acer,X1,11Th Gen,32,512,White,1.78,Intel Core I5,585,39665,18.37,4.6,39.665,Budget,Intel,i5,1,8622.826086956522
Dell,Vivobook,13Th Gen,12,256,Blue,2.22,AMD Ryzen 3,567,171977,29.42,3.7,171.977,Premium,AMD,Ryzen 3,1,46480.270270270266
Hp,16,11Th Gen,12,1024,Blue,1.81,AMD Ryzen 5,606,56561,25.81,4.9,56.561,Mid-Range,AMD,Ryzen 5,1,11543.061224489795
Asus,X1,13Th Gen,12,256,Blue,1.46,AMD Ryzen 5,686,187792,27.14,4.1,187.792,Premium,AMD,Ryzen 5,1,45802.9268292683
Asus,Inspiron,10Th Gen,32,256,Silver,2.71,Intel Core I7,537,162479,44.63,2.6,162.479,Premium,Intel,i7,1,62491.92307692308
Hp,16,10Th Gen,4,256,Silver,2.54,AMD Ryzen 7,546,148862,22.77,5.0,148.862,Premium,AMD,Ryzen 7,1,29772.4
Lenovo,15,10Th Gen,4,256,Black,1.22,Intel Core I3,481,189451,27.229999999999997,2.6,189.451,Premium,Intel,i3,1,72865.76923076923
Hp,15,12Th Gen,12,1024,Black,2.81,Intel Core I3,548,187959,46.58,3.3,187.959,Premium,Intel,i3,1,56957.27272727273
Dell,Inspiron,12Th Gen,4,256,Silver,1.79,Intel Core I3,904,150901,23.725,4.0,150.901,Premium,Intel,i3,1,37725.25
Lenovo,Vivobook,12Th Gen,32,512,Blue,2.41,Intel Core I5,302,56004,25.15,3.2,56.004,Mid-Range,Intel,i5,1,17501.25
Lenovo,Vivobook,11Th Gen,8,256,White,2.29,AMD Ryzen 3,588,172205,23.19,3.9,172.205,Premium,AMD,Ryzen 3,1,44155.1282051282
Dell,Inspiron,11Th Gen,12,1024,Grey,2.31,Intel Core I5,448,75738,23.685000000000002,4.1,75.738,Mid-Range,Intel,i5,1,18472.68292682927
Hp,Inspiron,12Th Gen,32,256,Grey,2.19,Intel Core I5,428,35265,22.14,4.4,35.265,Budget,Intel,i5,1,8014.772727272727
Acer,15,13Th Gen,8,256,Blue,2.11,AMD Ryzen 3,572,190265,9.53,4.1,190.265,Premium,AMD,Ryzen 3,1,46406.09756097561
Asus,15,13Th Gen,4,512,Silver,1.34,Intel Core I5,565,104706,31.42,2.8,104.706,Premium,Intel,i5,1,37395.0
Acer,16,13Th Gen,8,1024,Silver,1.43,AMD Ryzen 5,533,145182,6.23,3.5,145.182,Premium,AMD,Ryzen 5,1,41480.57142857143
Asus,14,10Th Gen,12,256,Black,1.26,AMD Ryzen 7,942,21468,10.84,3.0,21.468,Budget,AMD,Ryzen 7,1,7156.0
Acer,Vivobook,13Th Gen,4,512,Blue,1.54,AMD Ryzen 7,446,193885,47.13,2.9,193.885,Premium,AMD,Ryzen 7,1,66856.89655172414
Lenovo,15,13Th Gen,4,256,Black,2.5,Intel Core I7,920,149019,22.76,4.8,149.019,Premium,Intel,i7,1,31045.625
Hp,Inspiron,13Th Gen,32,256,Blue,2.26,Intel Core I7,426,132619,32.14,2.6,132.619,Premium,Intel,i7,1,51007.30769230769
Lenovo,X1,11Th Gen,16,256,Black,1.55,Intel Core I5,244,126653,32.17,4.7,126.653,Premium,Intel,i5,1,26947.44680851064
Acer,Vivobook,11Th Gen,32,256,Grey,2.77,AMD Ryzen 5,574,78600,28.66,3.6,78.6,Mid-Range,AMD,Ryzen 5,1,21833.333333333332
Acer,16,12Th Gen,16,256,Blue,1.5,Intel Core I5,531,171016,23.68,4.2,171.016,Premium,Intel,i5,1,40718.09523809524
Acer,15,11Th Gen,16,256,Silver,2.97,AMD Ryzen 7,709,112257,10.94,3.7,112.257,Premium,AMD,Ryzen 7,1,30339.72972972973
Dell,16,12Th Gen,32,1024,Grey,2.69,AMD Ryzen 3,944,74472,19.78,4.2,74.472,Mid-Range,AMD,Ryzen 3,1,17731.428571428572
Dell,15,11Th Gen,16,1024,White,1.93,AMD Ryzen 5,559,161293,21.994999999999997,3.9,161.293,Premium,AMD,Ryzen 5,1,41357.179487179485
Lenovo,Vivobook,12Th Gen,12,512,Black,2.49,Intel Core I3,482,140145,3.61,3.6,140.145,Premium,Intel,i3,1,38929.166666666664
Hp,Inspiron,13Th Gen,8,512,Black,1.82,Intel Core I7,563,184393,3.25,4.1,184.393,Premium,Intel,i7,1,44973.902439024394
Asus,14,13Th Gen,32,1024,White,1.38,Intel Core I7,561,139181,22.26,3.7,139.181,Premium,Intel,i7,1,37616.48648648649
Acer,15,13Th Gen,16,1024,Blue,2.33,AMD Ryzen 3,410,36979,20.89,3.1,36.979,Budget,AMD,Ryzen 3,1,11928.709677419354
Asus,Vivobook,10Th Gen,16,1024,Grey,2.57,AMD Ryzen 5,342,60883,9.68,3.5,60.883,Mid-Range,AMD,Ryzen 5,1,17395.14285714286
Asus,Vivobook,10Th Gen,16,256,Grey,1.25,AMD Ryzen 7,444,46619,19.795,4.9,46.619,Mid-Range,AMD,Ryzen 7,1,9514.08163265306
Asus,14,13Th Gen,32,512,Grey,1.65,AMD Ryzen 7,992,82361,22.26,3.1,82.361,Premium,AMD,Ryzen 7,1,26568.06451612903
Lenovo,14,13Th Gen,12,1024,Blue,1.44,AMD Ryzen 7,482,131168,3.29,3.6,131.168,Premium,AMD,Ryzen 7,1,36435.555555555555
Hp,15,13Th Gen,12,1024,Silver,2.32,Intel Core I3,512,108393,5.7,4.0,108.393,Premium,Intel,i3,1,27098.25
Hp,15,10Th Gen,16,512,White,1.63,Intel Core I5,542,194730,25.89,4.7,194.73,Premium,Intel,i5,1,41431.91489361702
Lenovo,X1,13Th Gen,12,1024,Grey,1.21,Intel Core I5,629,68447,6.44,2.7,68.447,Mid-Range,Intel,i5,1,25350.74074074074
Dell,Inspiron,11Th Gen,4,256,Grey,1.73,Intel Core I5,551,98332,28.26,3.0,98.332,Premium,Intel,i5,1,32777.333333333336
Asus,16,13Th Gen,16,1024,White,2.06,AMD Ryzen 7,394,52076,45.87,3.1,52.076,Mid-Range,AMD,Ryzen 7,1,16798.709677419356
Lenovo,X1,12Th Gen,12,512,Blue,2.41,Intel Core I3,495,175158,42.62,2.8,175.158,Premium,Intel,i3,1,62556.42857142857
Dell,16,13Th Gen,16,256,Black,1.4,AMD Ryzen 3,463,138405,37.74,2.8,138.405,Premium,AMD,Ryzen 3,1,49430.357142857145
Asus,Inspiron,12Th Gen,16,256,Black,1.6,Intel Core I3,394,29996,16.89,3.1,29.996,Budget,Intel,i3,1,9676.129032258064
Dell,X1,12Th Gen,16,512,Blue,2.8,Intel Core I5,444,58999,42.99,4.6,58.999,Mid-Range,Intel,i5,1,12825.869565217392
Dell,16,13Th Gen,8,1024,Black,2.2,Intel Core I5,536,185639,8.58,4.9,185.639,Premium,Intel,i5,1,37885.51020408163
Dell,15,12Th Gen,16,1024,Blue,1.9,AMD Ryzen 7,908,196104,24.57,3.5,196.104,Premium,AMD,Ryzen 7,1,56029.71428571428
Asus,15,13Th Gen,16,256,Black,2.78,Intel Core I3,338,55726,10.11,4.4,55.726,Mid-Range,Intel,i3,1,12664.999999999998
Hp,Inspiron,12Th Gen,8,512,Black,1.5,Intel Core I3,434,43786,28.125,2.5,43.786,Mid-Range,Intel,i3,1,17514.4
Dell,14,13Th Gen,8,256,Grey,2.98,AMD Ryzen 7,272,101700,9.38,4.7,101.7,Premium,AMD,Ryzen 7,1,21638.297872340423
Dell,Inspiron,13Th Gen,4,1024,Grey,2.37,Intel Core I7,762,160909,28.935000000000002,3.7,160.909,Premium,Intel,i7,1,43488.91891891892
Asus,Inspiron,11Th Gen,16,1024,Black,2.1,AMD Ryzen 7,899,22102,32.55,4.5,22.102,Budget,AMD,Ryzen 7,1,4911.555555555556
Dell,Vivobook,13Th Gen,32,512,Silver,2.14,AMD Ryzen 5,506,86234,24.424999999999997,4.7,86.234,Premium,AMD,Ryzen 5,1,18347.659574468085
Acer,15,13Th Gen,8,512,White,1.38,AMD Ryzen 7,572,184756,28.02,4.1,184.756,Premium,AMD,Ryzen 7,1,45062.439024390245
Acer,X1,10Th Gen,32,512,Blue,1.84,Intel Core I3,456,53844,27.9,2.5,53.844,Mid-Range,Intel,i3,1,21537.6
Acer,15,13Th Gen,12,1024,Blue,2.19,Intel Core I7,354,185875,28.17,4.3,185.875,Premium,Intel,i7,1,43226.74418604651
Acer,15,11Th Gen,4,512,Silver,2.47,Intel Core I7,572,157938,23.67,4.1,157.938,Premium,Intel,i7,1,38521.46341463415
Acer,16,11Th Gen,32,256,White,1.26,AMD Ryzen 3,474,63977,28.66,3.4,63.977,Mid-Range,AMD,Ryzen 3,1,18816.764705882353
Hp,Vivobook,12Th Gen,32,512,Blue,1.65,AMD Ryzen 7,102,99121,23.42,2.7,99.121,Premium,AMD,Ryzen 7,1,36711.48148148148
Asus,Inspiron,13Th Gen,4,1024,Blue,2.68,Intel Core I3,630,105789,31.42,4.4,105.789,Premium,Intel,i3,1,24042.954545454544
Hp,Vivobook,12Th Gen,12,1024,Grey,2.43,Intel Core I5,160,109491,39.46,3.1,109.491,Premium,Intel,i5,1,35319.67741935484
Asus,14,11Th Gen,16,1024,Black,1.66,AMD Ryzen 3,401,82369,32.55,4.8,82.369,Premium,AMD,Ryzen 3,1,17160.208333333336
Hp,X1,11Th Gen,16,1024,Blue,1.49,Intel Core I3,653,36139,31.3,4.3,36.139,Budget,Intel,i3,1,8404.418604651162
Asus,X1,12Th Gen,8,256,Blue,1.43,Intel Core I3,490,128278,29.33,3.2,128.278,Premium,Intel,i3,1,40086.875
Lenovo,Vivobook,10Th Gen,32,512,Blue,2.37,AMD Ryzen 5,967,177612,27.57,4.3,177.612,Premium,AMD,Ryzen 5,1,41305.11627906977
Asus,Vivobook,10Th Gen,8,512,Grey,1.88,AMD Ryzen 5,534,107090,25.5,3.2,107.09,Premium,AMD,Ryzen 5,1,33465.625
Dell,14,10Th Gen,12,1024,White,2.8,AMD Ryzen 7,506,120935,28.87,4.7,120.935,Premium,AMD,Ryzen 7,1,25730.851063829785
Acer,15,11Th Gen,12,256,Black,2.02,Intel Core I5,541,51954,23.205,4.8,51.954,Mid-Range,Intel,i5,1,10823.75
Asus,X1,12Th Gen,32,256,Silver,1.83,AMD Ryzen 3,565,40326,33.35,4.7,40.326,Mid-Range,AMD,Ryzen 3,1,8580.0
Hp,14,13Th Gen,8,512,Blue,1.78,AMD Ryzen 7,789,121391,25.4,5.0,121.391,Premium,AMD,Ryzen 7,1,24278.2
Asus,Vivobook,13Th Gen,32,512,Black,2.37,AMD Ryzen 3,618,92432,11.19,3.8,92.432,Premium,AMD,Ryzen 3,1,24324.21052631579
Dell,16,13Th Gen,32,256,Blue,2.18,AMD Ryzen 5,151,21671,0.8,4.5,21.671,Budget,AMD,Ryzen 5,1,4815.777777777777
Lenovo,Vivobook,12Th Gen,4,512,Silver,2.29,AMD Ryzen 3,497,50777,6.18,3.3,50.777,Mid-Range,AMD,Ryzen 3,1,15386.969696969698
Lenovo,16,10Th Gen,4,256,Grey,2.14,Intel Core I7,477,174009,21.49,4.9,174.009,Premium,Intel,i7,1,35512.04081632653
Hp,Inspiron,10Th Gen,8,1024,Grey,1.45,Intel Core I3,428,175868,26.66,4.4,175.868,Premium,Intel,i3,1,39970.0
Asus,X1,10Th Gen,12,1024,Black,1.49,Intel Core I7,615,137591,24.84,3.3,137.591,Premium,Intel,i7,1,41694.242424242424
Acer,14,13Th Gen,16,512,White,2.5,Intel Core I7,219,143249,22.73,5.0,143.249,Premium,Intel,i7,1,28649.8
Lenovo,14,13Th Gen,32,1024,White,1.48,Intel Core I5,475,185288,18.52,4.8,185.288,Premium,Intel,i5,1,38601.66666666667
Dell,Inspiron,13Th Gen,32,1024,Black,2.02,Intel Core I7,567,175487,10.66,3.7,175.487,Premium,Intel,i7,1,47428.91891891892
Asus,14,13Th Gen,8,256,Grey,2.12,Intel Core I3,394,146493,13.86,3.1,146.493,Premium,Intel,i3,1,47255.8064516129
Asus,Inspiron,10Th Gen,32,256,Blue,1.82,AMD Ryzen 5,444,77519,29.28,4.9,77.519,Mid-Range,AMD,Ryzen 5,1,15820.204081632652
Hp,14,10Th Gen,4,512,Blue,1.99,AMD Ryzen 5,562,59197,49.82,3.5,59.197,Mid-Range,AMD,Ryzen 5,1,16913.428571428572
Acer,Vivobook,13Th Gen,8,256,Grey,1.5,Intel Core I3,885,62530,22.31,3.1,62.53,Mid-Range,Intel,i3,1,20170.967741935485
Asus,16,12Th Gen,12,256,Grey,2.45,Intel Core I3,285,177480,43.46,4.9,177.48,Premium,Intel,i3,1,36220.4081632653
