Laptop_Name,Model_Name,Laptop_Gen,Ram,Rom,Color,Weight_In_Kg,Core,Review,Price,Offer,Rating
Acer,Inspiron,13th Gen,16.0,256.0,Silver,2.74,Intel Core i7,,86871.81,,4.7
Acer,X1,11th Gen,16.0,512.0,White,1.72,Intel Core i5,,167348.87,,4.9
Hp,15,11th Gen,4.0,256.0,White,1.71,Intel Core i7,377.4,83318.06,37.98,4.0
Acer,VivoBook,13th Gen,12.0,1024.0,Blue,2.95,Intel Core i3,387.96,55939.01,,3.0
Asus,14,12th Gen,32.0,1024.0,Grey,2.98,AMD Ryzen 5,,165918.29,33.48,4.0
Acer,16,11th Gen,32.0,256.0,White,2.3,AMD Ryzen 7,,176919.12,,2.8
Dell,X1,12th Gen,16.0,256.0,Silver,1.27,AMD Ryzen 5,201.35,80038.64,,3.8
Asus,Inspiron,13th Gen,4.0,512.0,Blue,1.69,Intel Core i5,736.18,30319.31,9.13,3.9
Asus,X1,12th Gen,32.0,512.0,Silver,2.21,Intel Core i3,,97127.81,,3.6
Asus,14,12th Gen,8.0,1024.0,Silver,1.77,AMD Ryzen 3,999.42,79865.62,,3.0
Acer,14,10th Gen,4.0,1024.0,Grey,2.91,Intel Core i7,364.72,166519.46,,4.8
Asus,Inspiron,10th Gen,12.0,1024.0,Grey,1.63,Intel Core i5,,72827.12,40.99,4.1
Dell,X1,13th Gen,8.0,512.0,Grey,2.32,Intel Core i7,625.32,173995.35,25.45,2.7
Asus,15,11th Gen,32.0,512.0,Black,2.93,Intel Core i3,522.54,39723.41,38.44,3.2
Hp,14,13th Gen,32.0,512.0,Blue,2.02,AMD Ryzen 7,,140056.67,,5.0
Hp,VivoBook,10th Gen,12.0,256.0,White,2.82,AMD Ryzen 5,245.99,81500.63,,2.7
Lenovo,X1,11th Gen,16.0,512.0,Black,2.86,AMD Ryzen 7,665.12,111806.84,39.72,4.7
Acer,15,11th Gen,8.0,1024.0,Grey,1.37,Intel Core i7,,22189.94,49.8,4.0
Hp,15,12th Gen,32.0,512.0,Silver,2.71,AMD Ryzen 7,203.56,52042.42,,3.3
Acer,16,13th Gen,4.0,512.0,Blue,2.45,Intel Core i7,627.93,99896.54,34.69,3.5
Hp,Inspiron,10th Gen,12.0,1024.0,Black,2.61,AMD Ryzen 3,804.74,124574.75,,3.8
Asus,15,13th Gen,16.0,256.0,Silver,2.77,AMD Ryzen 5,,173507.57,44.4,3.5
Hp,15,10th Gen,32.0,512.0,Blue,1.45,Intel Core i3,750.42,176307.61,,3.0
Acer,Inspiron,11th Gen,32.0,1024.0,White,2.16,Intel Core i7,,27720.75,18.52,2.7
Dell,14,10th Gen,8.0,256.0,Blue,1.29,AMD Ryzen 5,595.73,39303.74,,3.4
Acer,16,10th Gen,8.0,1024.0,Silver,2.4,AMD Ryzen 3,,115264.19,,5.0
Dell,16,10th Gen,4.0,512.0,Blue,1.26,AMD Ryzen 3,503.3,155774.21,2.13,3.5
Dell,15,10th Gen,12.0,512.0,Grey,1.29,Intel Core i7,,184945.6,,4.2
Acer,X1,13th Gen,12.0,1024.0,Black,2.96,AMD Ryzen 5,270.69,138438.67,11.53,4.5
Lenovo,Inspiron,10th Gen,32.0,1024.0,Blue,2.49,Intel Core i7,857.14,174808.64,,4.2
Lenovo,14,11th Gen,12.0,512.0,Black,2.68,AMD Ryzen 7,,179066.6,,4.9
Asus,16,11th Gen,16.0,512.0,Grey,1.39,AMD Ryzen 7,,157348.54,,3.2
Lenovo,15,12th Gen,12.0,512.0,Silver,1.57,AMD Ryzen 7,213.01,145987.65,36.77,5.0
Asus,14,10th Gen,32.0,,White,1.22,Intel Core i3,,55054.6,7.77,3.7
Hp,X1,11th Gen,16.0,1024.0,Black,2.32,Intel Core i7,812.37,197567.38,47.88,4.8
Asus,X1,10th Gen,12.0,256.0,Grey,2.64,Intel Core i7,,79254.1,,4.0
Dell,VivoBook,13th Gen,12.0,1024.0,Blue,2.18,Intel Core i7,388.87,98825.37,7.92,2.7
Dell,X1,13th Gen,12.0,1024.0,Black,2.05,AMD Ryzen 5,,23736.96,25.61,4.2
Hp,X1,12th Gen,12.0,256.0,Blue,1.87,,273.17,31845.49,7.78,2.7
Lenovo,15,10th Gen,8.0,1024.0,Blue,2.83,Intel Core i7,,30287.38,30.32,3.3
Asus,VivoBook,12th Gen,8.0,256.0,Blue,2.45,AMD Ryzen 3,,179906.38,,3.1
Dell,VivoBook,10th Gen,32.0,1024.0,Black,2.03,AMD Ryzen 7,145.08,64560.2,,3.1
Lenovo,15,12th Gen,8.0,1024.0,Silver,1.25,AMD Ryzen 3,962.71,145824.3,,3.1
Acer,15,10th Gen,4.0,512.0,Blue,1.84,Intel Core i5,303.77,42717.14,,4.2
Asus,VivoBook,12th Gen,8.0,1024.0,Silver,1.45,Intel Core i7,,84026.52,39.3,2.6
Hp,16,10th Gen,4.0,512.0,Silver,1.22,Intel Core i5,,61473.09,41.34,2.7
Acer,16,10th Gen,4.0,256.0,White,1.7,Intel Core i5,,127738.49,,4.4
Acer,15,13th Gen,12.0,512.0,White,1.7,Intel Core i3,,121948.86,44.79,2.9
Lenovo,VivoBook,10th Gen,32.0,512.0,White,2.36,AMD Ryzen 5,,188756.68,,4.7
Lenovo,14,10th Gen,16.0,256.0,White,1.42,AMD Ryzen 7,,103109.53,,3.5
Acer,15,10th Gen,4.0,512.0,Grey,1.58,AMD Ryzen 7,,92903.88,45.56,4.8
Acer,Inspiron,10th Gen,12.0,1024.0,Blue,1.27,Intel Core i5,130.61,166292.42,41.91,4.3
Acer,14,11th Gen,4.0,256.0,White,2.46,AMD Ryzen 5,994.49,49842.65,,4.5
Hp,VivoBook,12th Gen,12.0,1024.0,Grey,2.64,AMD Ryzen 5,985.52,118744.52,16.89,3.4
Dell,X1,11th Gen,16.0,512.0,White,1.62,AMD Ryzen 3,892.32,152719.39,48.92,2.7
Hp,14,10th Gen,16.0,,Black,1.35,AMD Ryzen 3,,183214.0,29.26,4.2
Lenovo,14,11th Gen,4.0,512.0,White,2.92,AMD Ryzen 5,759.56,55197.81,26.32,3.6
Acer,VivoBook,12th Gen,12.0,1024.0,Blue,2.67,Intel Core i3,191.24,43298.87,43.14,4.1
Acer,VivoBook,13th Gen,16.0,512.0,Silver,2.26,AMD Ryzen 3,875.82,68007.18,47.38,3.4
Acer,16,13th Gen,32.0,256.0,Grey,2.29,Intel Core i3,741.07,76422.66,,2.6
Acer,VivoBook,12th Gen,8.0,256.0,Black,1.98,Intel Core i5,694.78,84544.69,3.22,3.1
Dell,15,11th Gen,16.0,256.0,Blue,2.17,AMD Ryzen 5,554.97,129033.49,9.21,3.7
Asus,X1,10th Gen,4.0,256.0,White,2.78,AMD Ryzen 7,,131547.37,39.25,4.0
Asus,Inspiron,10th Gen,8.0,512.0,Blue,2.61,Intel Core i5,,20476.32,45.7,4.2
Dell,X1,10th Gen,16.0,256.0,Grey,2.26,AMD Ryzen 5,,193497.16,36.2,4.7
Lenovo,X1,13th Gen,16.0,1024.0,Black,2.61,Intel Core i3,,31791.06,,3.8
Dell,16,12th Gen,32.0,256.0,Silver,,AMD Ryzen 3,,174595.57,49.8,2.5
Acer,Inspiron,11th Gen,4.0,512.0,Grey,2.48,AMD Ryzen 7,525.68,51080.32,,3.1
Dell,X1,10th Gen,4.0,1024.0,Grey,1.63,AMD Ryzen 5,,143241.6,,3.6
Lenovo,14,12th Gen,8.0,256.0,Blue,1.52,Intel Core i7,,86658.0,5.38,4.2
Lenovo,Inspiron,12th Gen,8.0,256.0,Blue,2.2,Intel Core i3,,82658.38,,5.0
Asus,VivoBook,12th Gen,4.0,256.0,Silver,2.16,Intel Core i5,146.73,68679.2,44.79,4.6
Hp,VivoBook,13th Gen,12.0,256.0,Grey,2.06,AMD Ryzen 3,782.54,44094.04,19.09,2.7
Dell,14,10th Gen,4.0,512.0,White,1.62,Intel Core i5,,134621.68,,3.7
Dell,Inspiron,12th Gen,12.0,256.0,Silver,1.67,Intel Core i7,194.91,80371.2,45.59,3.1
Asus,15,10th Gen,8.0,512.0,Silver,1.29,AMD Ryzen 5,846.65,163534.44,,3.5
Acer,X1,10th Gen,32.0,512.0,White,2.3,AMD Ryzen 5,,157822.83,,4.4
Acer,16,12th Gen,4.0,512.0,Silver,1.75,AMD Ryzen 5,202.56,46381.95,,3.4
Dell,Inspiron,11th Gen,4.0,1024.0,White,2.15,Intel Core i5,,193797.0,,2.6
Lenovo,Inspiron,11th Gen,4.0,256.0,Black,2.7,Intel Core i7,316.05,186527.31,14.6,4.6
Asus,Inspiron,11th Gen,8.0,1024.0,Blue,1.82,AMD Ryzen 5,,188672.06,,2.5
Dell,X1,10th Gen,12.0,512.0,Black,1.67,Intel Core i7,,188733.4,9.26,3.0
Dell,14,10th Gen,8.0,512.0,Black,1.24,Intel Core i5,866.94,166802.44,32.15,3.4
Lenovo,Inspiron,12th Gen,8.0,512.0,White,2.88,AMD Ryzen 5,,80352.34,,3.0
Acer,15,13th Gen,32.0,256.0,Silver,1.89,,,172732.8,29.51,4.5
Dell,16,11th Gen,12.0,256.0,Blue,1.7,Intel Core i3,,26244.45,,4.8
Hp,X1,11th Gen,12.0,1024.0,White,1.6,AMD Ryzen 7,563.63,78980.7,33.01,3.6
Dell,16,12th Gen,32.0,512.0,Grey,2.55,Intel Core i5,785.89,40930.35,,4.6
Acer,X1,10th Gen,8.0,256.0,Grey,1.31,AMD Ryzen 5,,172527.62,,4.4
Lenovo,14,13th Gen,32.0,1024.0,White,1.33,AMD Ryzen 7,,90353.33,16.76,2.5
Lenovo,14,10th Gen,12.0,1024.0,Blue,1.88,AMD Ryzen 3,,24087.57,3.82,4.3
Lenovo,15,10th Gen,32.0,1024.0,White,1.43,AMD Ryzen 7,,20989.57,,3.2
Hp,14,13th Gen,32.0,1024.0,Grey,1.49,AMD Ryzen 3,968.74,163480.34,9.18,3.6
Dell,Inspiron,12th Gen,12.0,512.0,Blue,2.95,Intel Core i5,,98652.7,,3.2
Lenovo,15,12th Gen,8.0,1024.0,Grey,1.41,Intel Core i7,470.9,138842.88,48.51,4.7
Lenovo,14,12th Gen,32.0,1024.0,Silver,1.75,AMD Ryzen 5,210.26,124356.26,24.43,4.5
Lenovo,14,12th Gen,4.0,256.0,Silver,2.88,Intel Core i3,116.37,68245.71,14.92,2.7
Asus,15,13th Gen,4.0,1024.0,Grey,2.68,AMD Ryzen 7,,150335.62,42.18,4.4
Acer,X1,10th Gen,8.0,1024.0,White,2.41,AMD Ryzen 5,808.33,52871.09,30.47,3.1
Hp,Inspiron,12th Gen,4.0,256.0,Blue,1.45,AMD Ryzen 7,335.87,50522.55,39.49,4.0
Hp,14,10th Gen,12.0,256.0,Silver,1.39,Intel Core i7,,109221.94,,3.1
Asus,X1,11th Gen,32.0,256.0,White,2.16,Intel Core i3,,197020.33,,4.3
Hp,15,13th Gen,8.0,256.0,Grey,2.25,AMD Ryzen 5,,37424.09,28.6,3.1
Dell,VivoBook,10th Gen,4.0,1024.0,Silver,2.61,AMD Ryzen 7,,167449.89,22.64,2.9
Lenovo,16,12th Gen,16.0,512.0,White,2.17,Intel Core i3,488.65,69544.22,6.56,2.8
Hp,16,12th Gen,4.0,512.0,White,2.05,AMD Ryzen 7,,41214.89,,4.8
Asus,14,13th Gen,16.0,512.0,White,2.03,AMD Ryzen 3,251.6,107911.3,1.54,2.8
Dell,14,13th Gen,12.0,512.0,Black,2.98,AMD Ryzen 7,,166549.82,15.66,3.9
Asus,14,11th Gen,16.0,1024.0,Blue,1.66,AMD Ryzen 7,,96143.09,,3.8
Hp,15,11th Gen,16.0,512.0,Silver,1.89,Intel Core i3,193.44,110159.44,14.83,4.0
Lenovo,VivoBook,12th Gen,4.0,1024.0,Blue,1.33,Intel Core i7,,56483.14,,4.8
Dell,16,10th Gen,16.0,1024.0,Black,2.97,Intel Core i5,,25561.44,,3.7
Dell,Inspiron,12th Gen,4.0,512.0,Silver,2.01,AMD Ryzen 5,614.28,176057.14,,2.9
Hp,15,11th Gen,16.0,512.0,Silver,2.53,AMD Ryzen 5,601.12,36320.96,45.48,2.6
Asus,VivoBook,12th Gen,12.0,1024.0,Grey,1.4,Intel Core i3,125.63,69327.96,,4.7
Hp,16,10th Gen,4.0,256.0,Blue,2.22,AMD Ryzen 7,,39671.03,,4.9
Lenovo,VivoBook,12th Gen,16.0,1024.0,Blue,1.28,Intel Core i3,,101993.24,28.31,3.6
Lenovo,VivoBook,13th Gen,32.0,512.0,Grey,2.74,AMD Ryzen 3,219.69,69467.82,6.25,4.8
Hp,VivoBook,11th Gen,16.0,1024.0,Silver,2.28,Intel Core i7,,139960.56,,3.9
Lenovo,16,10th Gen,16.0,1024.0,Grey,2.41,AMD Ryzen 5,,147153.55,25.57,4.6
Dell,X1,11th Gen,16.0,1024.0,Blue,1.73,Intel Core i3,,194027.86,,3.5
Asus,VivoBook,12th Gen,16.0,512.0,Grey,2.13,AMD Ryzen 5,343.99,24841.73,,3.1
Hp,Inspiron,13th Gen,8.0,1024.0,Blue,2.69,AMD Ryzen 3,,87712.46,37.48,4.0
Asus,14,10th Gen,16.0,1024.0,Black,1.91,Intel Core i7,,54038.34,,4.6
Acer,15,11th Gen,12.0,1024.0,White,1.73,Intel Core i7,148.49,35982.28,,3.8
Acer,Inspiron,12th Gen,8.0,1024.0,Black,2.7,Intel Core i5,,68790.89,43.25,3.7
Acer,14,13th Gen,12.0,1024.0,Black,1.8,Intel Core i5,943.6,92627.6,,3.0
Asus,14,11th Gen,4.0,512.0,Black,2.69,AMD Ryzen 5,943.19,48609.6,,3.6
Hp,15,12th Gen,32.0,512.0,Silver,2.18,AMD Ryzen 7,,179475.1,,2.5
Hp,15,12th Gen,8.0,1024.0,White,1.69,Intel Core i3,,34412.67,,4.5
Acer,X1,10th Gen,8.0,256.0,White,2.51,AMD Ryzen 3,,81557.04,,3.2
Hp,X1,12th Gen,4.0,512.0,White,2.77,Intel Core i5,152.8,154904.72,,3.4
Acer,16,12th Gen,4.0,256.0,Grey,2.65,AMD Ryzen 7,437.64,160585.91,11.54,5.0
Asus,X1,12th Gen,12.0,256.0,Grey,1.47,AMD Ryzen 5,,151829.46,12.64,3.2
Hp,15,13th Gen,4.0,256.0,Blue,2.23,Intel Core i5,,196789.69,,4.9
Hp,Inspiron,12th Gen,8.0,256.0,Silver,2.08,AMD Ryzen 7,,74648.58,28.63,4.5
Acer,Inspiron,11th Gen,4.0,512.0,Silver,2.15,Intel Core i3,,198449.6,27.04,3.5
Dell,15,10th Gen,32.0,512.0,White,1.98,AMD Ryzen 7,262.56,176462.03,34.95,3.4
Hp,Inspiron,11th Gen,32.0,1024.0,Blue,1.24,Intel Core i7,677.69,166028.79,,4.7
Acer,16,13th Gen,16.0,256.0,Black,2.97,AMD Ryzen 3,682.59,64382.26,33.77,3.6
Asus,14,12th Gen,32.0,512.0,Grey,2.88,Intel Core i5,595.77,180705.04,,3.8
Asus,15,13th Gen,8.0,1024.0,Black,2.11,AMD Ryzen 7,995.78,170686.17,,4.4
Dell,X1,12th Gen,4.0,256.0,Black,2.54,Intel Core i3,544.52,25308.22,,4.1
Hp,Inspiron,10th Gen,32.0,512.0,Grey,2.92,AMD Ryzen 7,745.06,86973.13,,3.6
Acer,VivoBook,11th Gen,32.0,1024.0,Silver,2.52,AMD Ryzen 5,,54951.96,34.38,2.7
Lenovo,15,13th Gen,32.0,256.0,Blue,2.26,AMD Ryzen 5,,26515.83,29.41,3.7
Hp,VivoBook,11th Gen,4.0,1024.0,White,2.46,AMD Ryzen 3,,68117.21,,3.7
Dell,Inspiron,12th Gen,16.0,512.0,Black,1.89,AMD Ryzen 5,937.3,51075.62,1.96,3.5
Asus,16,13th Gen,4.0,256.0,Grey,2.71,Intel Core i5,,171179.19,,4.3
Hp,Inspiron,12th Gen,16.0,,Blue,2.08,Intel Core i5,,151657.52,37.96,3.8
Hp,VivoBook,11th Gen,8.0,512.0,Silver,2.47,Intel Core i7,,20901.14,,2.7
Dell,X1,13th Gen,16.0,512.0,Silver,1.68,Intel Core i7,747.56,142025.35,12.57,2.8
Dell,VivoBook,13th Gen,4.0,256.0,Silver,1.8,Intel Core i7,,199632.06,2.58,4.1
Asus,VivoBook,13th Gen,32.0,512.0,Silver,1.99,Intel Core i5,,33472.08,,4.6
Dell,16,11th Gen,16.0,512.0,Silver,2.68,Intel Core i7,,101396.76,31.07,4.8
Asus,VivoBook,10th Gen,4.0,512.0,Blue,1.36,,,186641.85,,3.3
Lenovo,14,11th Gen,16.0,512.0,Silver,1.94,AMD Ryzen 7,,74860.25,,4.1
Asus,VivoBook,10th Gen,12.0,512.0,White,2.27,Intel Core i7,,107495.77,25.13,3.7
Lenovo,14,11th Gen,32.0,256.0,White,1.91,AMD Ryzen 3,486.35,130855.44,42.82,4.6
Hp,Inspiron,13th Gen,4.0,512.0,White,2.1,AMD Ryzen 3,877.65,186430.14,3.68,4.2
Asus,15,10th Gen,32.0,1024.0,Silver,1.92,Intel Core i3,360.5,126213.18,,2.6
Lenovo,16,11th Gen,12.0,512.0,Blue,1.24,AMD Ryzen 3,587.53,173859.76,,2.7
Acer,VivoBook,12th Gen,16.0,1024.0,Black,1.22,Intel Core i5,,99728.44,8.02,2.8
Asus,16,13th Gen,12.0,1024.0,White,2.0,Intel Core i3,,67445.61,,4.8
Asus,16,13th Gen,16.0,512.0,Blue,2.29,AMD Ryzen 3,,122619.02,,4.1
Hp,Inspiron,13th Gen,12.0,512.0,White,1.99,Intel Core i5,723.46,125576.47,,2.8
Hp,14,12th Gen,12.0,1024.0,Blue,1.52,Intel Core i3,,81185.2,38.48,2.7
Lenovo,VivoBook,11th Gen,8.0,1024.0,Grey,1.28,AMD Ryzen 7,,116376.22,,4.0
Dell,X1,10th Gen,4.0,512.0,Silver,2.7,Intel Core i7,138.78,193306.46,30.25,3.3
Hp,14,13th Gen,4.0,1024.0,Blue,2.36,Intel Core i7,,80777.17,,4.3
Hp,15,10th Gen,8.0,512.0,Black,2.23,Intel Core i5,,199494.13,35.7,4.8
Hp,X1,12th Gen,16.0,1024.0,Silver,2.14,AMD Ryzen 7,,43144.82,26.76,4.1
Hp,16,13th Gen,16.0,256.0,Silver,1.73,Intel Core i7,966.74,146692.34,18.43,4.0
Dell,14,10th Gen,32.0,1024.0,White,1.33,Intel Core i5,175.81,162100.77,16.73,3.1
Acer,X1,11th Gen,12.0,1024.0,Silver,2.98,AMD Ryzen 7,,70336.09,39.72,2.8
Lenovo,16,12th Gen,4.0,256.0,White,2.51,AMD Ryzen 7,883.78,42937.22,4.08,4.2
Lenovo,16,12th Gen,32.0,256.0,Blue,2.79,AMD Ryzen 3,,178032.61,45.52,3.0
Asus,Inspiron,11th Gen,4.0,512.0,Blue,1.61,AMD Ryzen 5,376.0,52962.86,10.18,3.1
Lenovo,VivoBook,13th Gen,32.0,256.0,Grey,2.43,Intel Core i3,146.91,170572.56,0.72,4.6
Dell,16,13th Gen,16.0,512.0,Silver,1.61,AMD Ryzen 7,462.68,50889.16,35.99,4.2
Hp,15,13th Gen,4.0,256.0,White,1.74,Intel Core i7,855.4,58638.65,14.86,4.0
Acer,15,10th Gen,32.0,256.0,Black,2.45,Intel Core i3,,159184.42,,4.0
Hp,14,11th Gen,8.0,256.0,Black,1.8,Intel Core i3,,86774.3,,3.2
Acer,VivoBook,11th Gen,12.0,256.0,Blue,1.83,Intel Core i3,,115595.31,25.55,2.7
Hp,VivoBook,11th Gen,16.0,256.0,Blue,2.4,AMD Ryzen 7,,41820.99,3.3,3.7
Acer,X1,11th Gen,12.0,256.0,White,2.07,Intel Core i7,574.57,183767.05,,4.6
Hp,VivoBook,10th Gen,32.0,512.0,Black,1.42,AMD Ryzen 5,,105874.38,18.56,2.6
Dell,VivoBook,12th Gen,12.0,512.0,White,1.47,Intel Core i3,273.46,21591.79,,3.4
Hp,X1,13th Gen,16.0,512.0,Grey,2.25,AMD Ryzen 5,,62048.24,5.06,4.5
Dell,X1,12th Gen,4.0,512.0,Black,1.91,AMD Ryzen 7,789.75,189848.66,,4.9
Dell,15,10th Gen,16.0,512.0,Grey,2.82,Intel Core i7,,95538.83,,3.4
Dell,15,13th Gen,8.0,256.0,Silver,2.6,AMD Ryzen 5,,146290.97,16.24,4.8
Acer,X1,11th Gen,16.0,1024.0,Grey,1.45,AMD Ryzen 3,,86002.41,17.81,4.6
Hp,X1,13th Gen,16.0,1024.0,Black,2.36,Intel Core i3,810.96,148711.12,34.18,4.6
Dell,15,10th Gen,16.0,512.0,Silver,2.39,AMD Ryzen 3,,51487.98,17.34,4.4
Dell,VivoBook,12th Gen,8.0,1024.0,Black,2.11,AMD Ryzen 3,514.54,118794.08,,3.0
Lenovo,16,11th Gen,8.0,512.0,Blue,1.53,Intel Core i5,,38044.05,,4.0
Acer,15,10th Gen,12.0,256.0,Black,2.51,Intel Core i7,303.89,75786.59,,3.8
Lenovo,Inspiron,13th Gen,4.0,1024.0,White,2.34,AMD Ryzen 7,,145383.4,22.87,4.6
Asus,VivoBook,12th Gen,4.0,1024.0,Blue,2.49,Intel Core i5,231.66,156111.83,,4.5
Hp,VivoBook,13th Gen,32.0,512.0,Silver,2.43,Intel Core i3,,59760.56,,4.9
Dell,X1,13th Gen,8.0,512.0,Grey,2.7,AMD Ryzen 5,550.95,55462.07,,3.9
Acer,14,13th Gen,32.0,256.0,Grey,2.29,AMD Ryzen 7,,181504.45,,3.6
Hp,16,13th Gen,4.0,256.0,Blue,2.7,AMD Ryzen 3,509.64,26220.97,6.11,4.3
Asus,VivoBook,10th Gen,32.0,512.0,White,2.12,AMD Ryzen 7,,26324.06,,2.8
Lenovo,Inspiron,12th Gen,12.0,1024.0,White,2.32,AMD Ryzen 3,944.79,63234.6,20.91,3.4
Lenovo,14,11th Gen,12.0,1024.0,Blue,2.33,AMD Ryzen 7,872.58,141487.4,3.59,4.9
Asus,VivoBook,11th Gen,32.0,1024.0,Silver,2.16,Intel Core i3,978.09,42902.8,43.12,4.9
Acer,Inspiron,13th Gen,32.0,1024.0,White,1.82,AMD Ryzen 5,,132047.56,,4.3
Asus,15,10th Gen,4.0,1024.0,Silver,2.09,AMD Ryzen 5,884.54,39681.18,17.23,4.7
Acer,Inspiron,13th Gen,8.0,256.0,Grey,1.4,AMD Ryzen 7,,92134.48,,3.5
Lenovo,15,13th Gen,32.0,512.0,Blue,2.39,AMD Ryzen 3,942.55,199557.3,,2.7
Asus,15,12th Gen,32.0,512.0,Blue,2.38,Intel Core i7,,35907.37,21.71,4.7
Lenovo,16,12th Gen,4.0,512.0,Blue,1.91,Intel Core i5,364.01,194753.11,,2.9
Dell,16,12th Gen,8.0,512.0,Silver,1.39,AMD Ryzen 5,,190411.81,,4.9
Lenovo,Inspiron,12th Gen,16.0,512.0,Black,2.48,AMD Ryzen 7,509.21,150426.08,,4.3
Asus,Inspiron,10th Gen,8.0,256.0,Black,2.8,AMD Ryzen 5,,183901.74,,3.6
Hp,14,11th Gen,12.0,512.0,Blue,1.67,Intel Core i3,668.72,52706.46,28.14,4.0
Lenovo,15,12th Gen,8.0,512.0,White,1.44,AMD Ryzen 3,,77935.68,43.82,3.1
Acer,16,10th Gen,8.0,1024.0,Black,2.5,AMD Ryzen 5,171.68,198437.43,,2.8
Asus,Inspiron,12th Gen,32.0,1024.0,Black,2.71,AMD Ryzen 5,,51394.95,,4.8
Dell,15,12th Gen,16.0,1024.0,Grey,2.08,AMD Ryzen 7,,60925.87,,3.9
Lenovo,VivoBook,12th Gen,4.0,1024.0,White,1.34,Intel Core i7,391.14,191469.52,,4.2
Lenovo,14,13th Gen,32.0,256.0,Silver,2.65,AMD Ryzen 3,120.8,190109.59,21.24,3.4
Dell,VivoBook,11th Gen,4.0,1024.0,Silver,1.68,Intel Core i7,401.22,49831.82,42.54,2.7
Lenovo,Inspiron,13th Gen,16.0,256.0,Grey,1.74,,,102319.65,,4.8
Asus,14,11th Gen,32.0,512.0,Black,,AMD Ryzen 7,810.99,139607.36,2.11,4.3
Hp,14,13th Gen,4.0,256.0,Blue,3.0,Intel Core i5,,35794.55,,2.7
Asus,14,11th Gen,8.0,1024.0,Silver,1.23,AMD Ryzen 3,956.37,55711.31,,3.7
Asus,Inspiron,11th Gen,16.0,512.0,Silver,2.7,Intel Core i3,538.94,140615.68,0.52,4.9
Hp,14,13th Gen,16.0,256.0,White,1.32,AMD Ryzen 7,190.07,41937.34,29.24,4.7
Dell,X1,10th Gen,8.0,512.0,Blue,1.31,AMD Ryzen 5,,176593.87,49.94,3.4
Lenovo,14,13th Gen,16.0,1024.0,Grey,2.16,AMD Ryzen 3,513.99,27830.49,36.01,3.0
Hp,VivoBook,13th Gen,32.0,1024.0,White,1.98,AMD Ryzen 5,404.63,142914.77,14.7,2.6
Hp,14,13th Gen,12.0,1024.0,Blue,1.56,Intel Core i7,,57358.61,,3.5
Lenovo,VivoBook,12th Gen,16.0,256.0,White,1.58,AMD Ryzen 3,,40128.41,10.49,3.6
Acer,Inspiron,11th Gen,16.0,256.0,Grey,1.46,Intel Core i7,,94099.71,4.38,2.8
Asus,14,11th Gen,32.0,1024.0,Blue,2.93,AMD Ryzen 5,868.87,188620.16,10.96,4.1
Lenovo,15,11th Gen,8.0,512.0,Black,2.12,Intel Core i3,,133866.3,40.22,3.0
Dell,15,10th Gen,4.0,256.0,White,1.33,Intel Core i5,,85687.52,,3.8
Asus,VivoBook,11th Gen,4.0,1024.0,Black,2.65,AMD Ryzen 3,154.46,148578.5,31.2,4.2
Dell,X1,10th Gen,12.0,1024.0,Silver,2.88,AMD Ryzen 3,,94296.54,12.3,3.3
Asus,15,10th Gen,4.0,256.0,White,1.25,Intel Core i3,,170912.91,38.29,3.4
Acer,VivoBook,11th Gen,16.0,512.0,White,1.35,AMD Ryzen 5,318.78,78921.4,,4.8
Lenovo,15,11th Gen,4.0,512.0,Black,1.77,Intel Core i3,,114126.28,14.66,4.5
Hp,14,13th Gen,32.0,256.0,Silver,1.93,Intel Core i3,980.06,123031.34,,3.0
Dell,14,11th Gen,4.0,512.0,Blue,1.89,Intel Core i7,,74402.49,,4.1
Lenovo,X1,12th Gen,8.0,1024.0,White,2.55,Intel Core i7,,194512.67,19.21,3.9
Dell,Inspiron,10th Gen,4.0,512.0,Black,1.99,Intel Core i5,,27608.73,46.74,3.2
Hp,16,13th Gen,16.0,256.0,White,2.65,AMD Ryzen 7,242.28,142340.6,47.43,3.8
Hp,X1,10th Gen,32.0,512.0,Blue,2.33,Intel Core i7,,104868.61,,4.9
Lenovo,VivoBook,10th Gen,8.0,256.0,Grey,,AMD Ryzen 3,,101184.16,39.24,3.3
Asus,Inspiron,12th Gen,16.0,1024.0,Blue,2.42,AMD Ryzen 7,556.29,155860.59,17.12,4.0
Hp,X1,10th Gen,32.0,256.0,White,1.33,AMD Ryzen 7,,68327.82,42.58,2.9
Asus,16,11th Gen,8.0,1024.0,Silver,2.99,AMD Ryzen 5,474.09,196713.37,,2.6
Hp,15,12th Gen,16.0,256.0,Grey,2.86,AMD Ryzen 3,,173771.06,42.32,4.4
Lenovo,14,11th Gen,8.0,256.0,Black,1.89,AMD Ryzen 5,,31901.53,0.96,4.7
Dell,15,10th Gen,32.0,256.0,Black,1.58,Intel Core i7,,116525.67,,2.6
Asus,X1,13th Gen,8.0,256.0,White,2.38,AMD Ryzen 3,,199528.71,19.99,3.3
Asus,16,12th Gen,12.0,512.0,Blue,2.22,Intel Core i7,676.22,111024.47,19.9,4.3
Asus,VivoBook,11th Gen,32.0,1024.0,White,2.93,AMD Ryzen 5,,93568.33,,3.8
Lenovo,Inspiron,10th Gen,32.0,512.0,Blue,2.37,AMD Ryzen 3,,78137.09,6.11,4.1
